season,episode_num,imdb_rating,title
1,1,8.5,The Train Job
1,2,8.5,Bushwhacked
1,3,9.0,Our Mrs. Reynolds
1,4,8.7,Jaynestown
1,5,9.4,Out of Gas
1,6,8.5,Shindig
1,7,8.3,Safe
1,8,9.0,Ariel
1,9,8.9,War Stories
1,10,9.2,Objects in Space
1,11,8.9,Serenity
1,12,8.5,Heart of Gold
1,13,8.8,Trash
1,14,8.5,The Message
